classname , numberOfVersionsUntil, numberOfFixesUntil, numberOfRefactoringsUntil, numberOfAuthorsUntil, linesAddedUntil, maxLinesAddedUntil, avgLinesAddedUntil, linesRemovedUntil, maxLinesRemovedUntil, avgLinesRemovedUntil, codeChurnUntil:, maxCodeChurnUntil, avgCodeChurnUntil, ageWithRespectTo, weightedAgeWithRespectTo, bugs , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::HtmlEndTagPhraseModifier ,7,1,0,2,26,11,3.71429,5,2,0.714286,21,10,3,32.7143,13.5549,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::PlatformUrlHyperlink ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,0,0,0,0,0, 
org::eclipse::mylyn::commons::tests::manual::NoticicationPopupMain ,2,0,0,1,10,10,5,5,5,2.5,5,5,2.5,43,16.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::CustomTaskListDecorationDrawer ,73,0,0,3,727,156,9.9589,572,156,7.83562,155,156,2.12329,96.5714,20.5895,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResultView ,63,1,1,3,568,72,9.01587,460,88,7.30159,108,61,1.71429,135.429,71.7452,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesSorter ,12,1,0,2,37,8,3.08333,24,8,2,13,8,1.08333,112.857,35.1583,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorDescriptionPart ,31,0,0,3,191,49,6.16129,480,337,15.4839,-289,12,-9.32258,61.2857,15.2094,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::properties::ProjectPropertiesLinkProvider ,17,0,0,2,37,7,2.17647,26,6,1.52941,11,5,0.647059,90.4286,47.0077,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::ActivateTaskHistoryDropDownAction ,19,1,0,3,79,33,4.15789,179,139,9.42105,-100,6,-5.26316,91.1429,37.4069,0,0,0,0,0, 
org::eclipse::mylyn::team::ui::AbstractActiveChangeSetProvider ,10,0,0,2,43,12,4.3,25,10,2.5,18,12,1.8,92.4286,40.4419,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::ActiveSearchViewTracker ,5,0,0,2,8,4,1.6,5,2,1,3,3,0.6,71.8571,39.125,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::SaxBugReportContentHandler ,37,0,1,2,373,47,10.0811,276,41,7.45946,97,47,2.62162,148.571,12.7051,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::JiraIssue ,6,0,0,2,62,27,10.3333,30,21,5,32,20,5.33333,49.8571,30.1774,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::core::ZipFileUtil ,6,0,0,3,88,44,14.6667,64,28,10.6667,24,16,4,46,31.6981,1,0,1,0,1, 
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleAllWorkingSetsAction ,8,0,0,2,13,4,1.625,12,4,1.5,1,3,0.125,90,46.956,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::AnySelector ,1,0,1,1,0,0,0,0,0,0,0,0,0,7.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::widgets::internal::PolylineArcConnection ,3,0,1,1,125,124,41.6667,95,94,31.6667,30,30,10,103.714,0.801143,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerMylynUIPlugin ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,2,2,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::AbstractNotificationPopup ,8,0,0,2,38,10,4.75,36,9,4.5,2,5,0.25,45.8571,26.3346,1,1,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ExtendedPreformattedBlock ,4,0,0,2,32,24,8,63,54,15.75,-31,0,-7.75,32.7143,2.41071,0,0,0,0,0, 
org::eclipse::mylyn::commons::net::UnsupportedRequestException ,2,0,0,1,0,0,0,0,0,0,0,0,0,45.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::history::AttachmentFlag ,10,0,0,3,64,45,6.4,61,45,6.1,3,45,0.3,109,17.2679,0,0,0,0,0, 
org::eclipse::mylyn::internal::compatibility::JavaRuntimeVersionChecker ,11,0,0,2,34,13,3.09091,43,15,3.90909,-9,3,-0.818182,91,55.916,0,0,0,0,0, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditor ,4,0,0,3,11,6,2.75,10,9,2.5,1,5,0.25,39.5714,7.09091,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::templates::TemplateHandlerContentProposalProvider ,6,0,0,2,18,6,3,16,6,2.66667,2,1,0.333333,92.4286,59.0317,0,0,0,0,0, 
org::xplanner::soap::XPlanner::XPlannerServiceLocator ,5,0,0,2,281,205,56.2,199,197,39.8,82,74,16.4,93.7143,30.2867,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalTaskWizard ,17,0,0,3,106,57,6.23529,72,33,4.23529,34,51,2,139.571,64.7668,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugs::java::BugzillaHyperLinkDetector ,10,0,1,1,155,69,15.5,139,58,13.9,16,11,1.6,164,13.8286,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFilter ,9,0,0,2,223,195,24.7778,248,220,27.5556,-25,7,-2.77778,110.714,23.9532,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::core::LocalContextStore ,13,1,0,3,95,56,7.30769,140,36,10.7692,-45,24,-3.46154,42.7143,6.16241,1,1,0,0,0, 
org::eclipse::mylyn::tasks::ui::TaskElementLabelProvider ,16,2,0,3,81,34,5.0625,56,36,3.5,25,10,1.5625,43.5714,10.9101,1,1,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::JiraClientCache ,12,0,0,2,139,56,11.5833,56,20,4.66667,83,36,6.91667,54,35.4923,1,0,1,0,1, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesView ,40,0,1,3,305,31,7.625,162,21,4.05,143,31,3.575,139.571,53.3499,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentStorage ,4,0,0,2,19,13,4.75,15,13,3.75,4,4,1,41,22.6466,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::ListBlock ,7,0,0,2,24,15,3.42857,27,14,3.85714,-3,1,-0.428571,32.7143,7.35119,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::JiraTaskAttachmentHandler ,9,0,0,2,66,21,7.33333,63,34,7,3,14,0.333333,45.8571,6.91342,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::ui::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::TaskUiBridge ,11,0,0,1,27,10,2.45455,29,5,2.63636,-2,8,-0.181818,139.714,41.0265,0,0,0,0,0, 
org::eclipse::mylyn::internal::ide::ui::IdeUiUtil ,13,0,0,2,65,17,5,69,25,5.30769,-4,15,-0.307692,147.714,54.5385,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTip ,60,2,1,3,624,58,10.4,449,38,7.48333,175,57,2.91667,75,27.8542,2,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskJobFactory ,21,1,0,3,95,23,4.52381,53,7,2.52381,42,20,2,45.8571,5.72932,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenRepositoryTaskHandler ,4,0,0,2,7,4,1.75,4,2,1,3,3,0.75,32.1429,11.5918,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::util::XmlStreamWriter ,3,0,0,2,14,8,4.66667,13,12,4.33333,1,5,0.333333,32.7143,8.69388,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::TaskActivationAdapter ,5,0,1,3,10,5,2,7,5,1.4,3,3,0.6,47.4286,14.8286,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::soap::AbstractSoapClient ,1,0,0,1,0,0,0,0,0,0,0,0,0,13.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::actions::TaskResourceMappingActionProvider ,11,0,0,2,31,9,2.81818,34,9,3.09091,-3,3,-0.272727,139.286,46.7327,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::ClipboardCopier ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.85714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::PersonProposalProvider ,36,0,1,3,400,127,11.1111,327,127,9.08333,73,127,2.02778,96.5714,19.5921,2,2,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::DateSelectionDialog ,5,0,0,2,15,7,3,14,6,2.8,1,3,0.2,45.8571,14.2762,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::TableBlock ,3,0,0,2,7,5,2.33333,7,5,2.33333,0,0,0,32.7143,4.89796,0,0,0,0,0, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaStackTraceDuplicateDetector ,3,0,0,3,5,5,1.66667,1,1,0.333333,4,4,1.33333,39.5714,13,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::ExpandAllAction ,11,0,0,2,24,4,2.18182,25,7,2.27273,-1,3,-0.0909091,139.571,78.9226,0,0,0,0,0, 
org::eclipse::mylyn::internal::examples::jira::JiraIssueCollector ,1,0,0,1,0,0,0,0,0,0,0,0,0,23.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::reports::collectors::AbstractMylynUsageCollector ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,88,64.9429,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::QueryCloneAction ,16,0,0,3,64,23,4,56,17,3.5,8,6,0.5,85.4286,56.9888,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::DeactivateAllTasksAction ,9,0,0,3,14,4,1.55556,11,2,1.22222,3,3,0.333333,136.571,84.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::actions::SetMarkupLanguageAction ,4,1,0,2,10,7,2.5,8,5,2,2,2,0.5,32.7143,8.22857,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::JiraTaskListMigrator ,7,0,0,2,18,7,2.57143,11,7,1.57143,7,3,1,43.7143,17.6984,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::commands::ClearContextHandler ,4,0,0,3,7,4,1.75,4,2,1,3,3,0.75,43.8571,18.1837,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteResolution ,9,0,0,2,100,72,11.1111,108,80,12,-8,7,-0.888889,110.714,28.1129,0,0,0,0,0, 
org::eclipse::mylyn::jira::tests::util::MockIssueCollector ,3,0,0,2,6,5,2,5,4,1.66667,1,1,0.333333,38.1429,14.5,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::ui::MonitorUiPlugin ,15,0,2,3,79,13,5.26667,79,26,5.26667,0,12,0,48.5714,13.1917,1,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionByTypeSummary ,7,0,1,2,19,8,2.71429,16,5,2.28571,3,3,0.428571,109.857,67.2331,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaCorePlugin ,41,0,1,3,575,120,14.0244,419,111,10.2195,156,110,3.80488,136.714,56.3866,3,2,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerTaskWizard ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,1,1,0,0,0, 
org::eclipse::mylyn::wikitext::tasks::ui::editor::MarkupSourceViewer ,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaSearchManager ,8,0,0,2,15,4,1.875,17,6,2.125,-2,3,-0.25,140.857,77.1905,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::ErrorQueryPage ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskEditorAction ,6,0,0,3,12,4,2,9,3,1.5,3,3,0.5,75,38.8929,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::BugzillaProductPage ,107,3,3,3,1756,302,16.4112,1292,145,12.0748,464,249,4.33645,164,47.1871,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::views::QuickContextPopupDialog ,21,1,0,2,597,446,28.4286,710,446,33.8095,-113,446,-5.38095,103.571,5.83943,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskPropertiesSource ,10,0,1,3,69,49,6.9,81,66,8.1,-12,4,-1.2,70.7143,12.1718,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextUserInteractionMonitor ,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskHyperlinkTextPresentationManager ,5,0,0,1,23,18,4.6,142,136,28.4,-119,1,-23.8,24.1429,1.2795,0,0,0,0,0, 
org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet4 ,1,0,0,1,0,0,0,0,0,0,0,0,0,80.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TextAttributeEditor ,16,1,0,3,40,9,2.5,25,7,1.5625,15,4,0.9375,61.2857,20.9464,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::actions::ContextCapturePauseAction ,8,0,0,2,46,30,5.75,57,40,7.125,-11,3,-1.375,92,42.882,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveViewDelegatingDragAdapter ,1,0,0,1,0,0,0,0,0,0,0,0,0,21.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::TextileContentState ,6,0,0,2,44,35,7.33333,8,5,1.33333,36,35,6,32.7143,22.5682,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::soap::CommonsHttpSender ,1,0,0,1,0,0,0,0,0,0,0,0,0,13.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::AbstractSearchHandler ,4,0,0,2,9,4,2.25,2,1,0.5,7,4,1.75,43.8571,13.0159,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryComparator ,3,1,0,2,12,11,4,1,1,0.333333,11,11,3.66667,31,5.89286,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::CommentQuoter ,9,0,0,3,22,5,2.44444,19,6,2.11111,3,5,0.333333,119.143,61.0455,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::dataStructures::BendPoint ,4,1,1,1,16,11,4,18,16,4.5,-2,11,-0.5,144.571,37.3929,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracRepositoryAttribute ,5,0,0,2,7,4,1.4,4,1,0.8,3,3,0.6,39.5714,17.2041,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryAdapterFactory ,12,0,0,3,24,4,2,21,5,1.75,3,3,0.25,90.1429,45.5595,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::MediaWikiReferenceValidationRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,16.4286,0,0,0,0,0,0, 
org::eclipse::mylyn::sandbox::tests::util::PdeProject ,1,0,0,1,0,0,0,0,0,0,0,0,0,19.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskListManager ,3,0,1,1,1,1,0.333333,1,1,0.333333,0,0,0,164,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryAdapter ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,41.5714,18.5143,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::actions::FilterMembersAction ,20,0,1,2,39,7,1.95,35,5,1.75,4,6,0.2,164,67.4102,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::TaskStructureBridge ,23,0,0,3,65,16,2.82609,82,13,3.56522,-17,10,-0.73913,139.714,58.4791,0,0,0,0,0, 
org::eclipse::mylyn::zest::tests::swt::NestedGraphSnippet ,2,0,0,1,0,0,0,1,1,0.5,-1,0,-0.5,80.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::outline::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::WikiWordReplacementToken ,5,0,0,1,7,4,1.4,7,4,1.4,0,0,0,24.1429,10.8163,1,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskAttachmentHandler ,11,0,0,3,65,19,5.90909,91,37,8.27273,-26,13,-2.36364,42,4.45934,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListInterestFilter ,11,0,0,3,74,24,6.72727,42,12,3.81818,32,12,2.90909,43,15.583,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::dialogs::AbstractWorkingSetDialogCOPY ,2,0,0,2,68,68,34,87,87,43.5,-19,0,-9.5,77.5714,23.1429,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::html::SingleCharReader ,2,0,0,1,0,0,0,0,0,0,0,0,0,118.714,0,0,0,0,0,0, 
org::eclipse::mylyn::monitor::reports::tests::FileTool ,11,0,0,3,111,86,10.0909,100,76,9.09091,11,10,1,171,24.7671,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::StackTrace ,10,0,1,3,87,23,8.7,89,22,8.9,-2,3,-0.2,164,124.591,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::ResourceHyperlinkDetector ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,31.8571,5.31429,0,0,0,0,0, 
org::eclipse::mylyn::internal::pde::ui::PdeContextLabelProvider ,15,1,0,2,34,5,2.26667,30,5,2,4,3,0.266667,92.4286,45.4454,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::widgets::internal::CachedLabel ,4,0,1,1,29,20,7.25,3,2,0.75,26,18,6.5,103.714,15.5517,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::ui::CommonsUiPlugin ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,43,18.7714,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::editor::TracTaskEditorPageFactory ,6,0,0,2,9,4,1.5,6,2,1,3,3,0.5,39.5714,16.3492,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::ImpliedHyperlinkReplacementToken ,9,1,0,2,16,5,1.77778,10,3,1.11111,6,4,0.666667,32.7143,21.2054,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::InterestDecoratorLightweight ,25,0,2,2,81,20,3.24,67,16,2.68,14,5,0.56,139.714,63.5961,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::block::GlossaryBlock ,5,1,0,2,31,22,6.2,9,7,1.8,22,22,4.4,32.7143,17.2903,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::MaximizePartHandler ,5,0,0,2,6,5,1.2,4,2,0.8,2,3,0.4,34,7.45238,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::core::CompositeInteractionContext ,11,0,1,2,65,15,5.90909,33,10,3,32,11,2.90909,94.2857,26.7099,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::MultiSelectionAttributeEditor ,13,0,0,2,23,4,1.76923,18,3,1.38462,5,3,0.384615,61.2857,20.5776,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::Messages ,7,1,0,2,16,8,2.28571,38,16,5.42857,-22,8,-3.14286,14.5714,1.80357,1,1,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupEditor ,28,3,0,2,717,303,25.6071,182,59,6.5,535,288,19.1071,32.7143,21.2704,4,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::HtmlCommentPhraseModifier ,6,1,0,2,6,2,1,5,2,0.833333,1,1,0.166667,32.7143,14.2619,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaReportSubmitForm ,63,0,0,2,1157,294,18.3651,1059,191,16.8095,98,103,1.55556,162.429,22.5494,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteField ,9,0,0,2,97,69,10.7778,103,75,11.4444,-6,7,-0.666667,110.714,28.3461,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::JiraWorkLog ,2,0,0,1,3,3,1.5,0,0,0,3,3,1.5,15.7143,13,1,1,0,0,0, 
org::eclipse::mylyn::internal::jira::core::Messages ,3,0,0,1,18,18,6,2,2,0.666667,16,18,5.33333,14.8571,1.14286,2,1,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::SourceLinkReplacementToken ,1,0,0,1,0,0,0,0,0,0,0,0,0,7.14286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::wizard::TracQueryPage ,7,0,0,2,52,37,7.42857,51,43,7.28571,1,4,0.142857,39.5714,21.5687,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTextViewerConfiguration ,25,0,0,3,163,45,6.52,184,88,7.36,-21,35,-0.84,53.7143,21.9334,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::IssueField ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,23.2857,8.42857,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::data::TaskDataModel ,20,0,0,2,117,29,5.85,65,14,3.25,52,20,2.6,46.5714,3.80952,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::PriorityDropDownAction ,20,0,0,3,92,17,4.6,104,19,5.2,-12,3,-0.6,120.714,46.7904,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::ListBlock ,5,0,0,2,22,18,4.4,20,16,4,2,2,0.4,32.7143,5.07143,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryLocationUi ,19,0,0,3,141,43,7.42105,103,26,5.42105,38,17,2,72.5714,16.6768,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::phrase::ImageTextilePhraseModifier ,5,0,0,2,22,14,4.4,24,16,4.8,-2,0,-0.4,32.7143,7.08441,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimpleWrappedPhraseModifier ,5,0,0,2,22,16,4.4,20,13,4,2,3,0.4,32.7143,2.72078,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::EditorUtil ,25,0,0,2,485,143,19.4,123,83,4.92,362,143,14.48,61.2857,27.2592,3,1,1,0,1, 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::ListWhitespaceValidationRule ,3,0,0,1,17,14,5.66667,15,12,5,2,2,0.666667,23.5714,1.12605,0,0,0,0,0, 
org::eclipse::mylyn::xplanner::wsdl::db::QueryException ,5,0,0,2,83,79,16.6,80,76,16,3,3,0.6,93.7143,38.1807,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::TracLoginException ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::MylynBugsManager ,4,0,0,2,7,5,1.75,3,2,0.75,4,4,1,88,55.0612,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskDiffUtil ,5,1,0,2,25,18,5,23,18,4.6,2,3,0.4,41.1429,23.9657,1,1,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageDrawingStrategy ,2,0,0,1,17,17,8.5,1,1,0.5,16,16,8,24.7143,0.142857,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracMilestone ,8,0,0,2,10,4,1.25,7,1,0.875,3,3,0.375,133,87.8,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::actions::CommitContextAction ,10,0,0,2,39,21,3.9,48,31,4.8,-9,3,-0.9,139.286,36.2344,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::TreeWalker ,4,0,0,2,17,13,4.25,4,3,1,13,10,3.25,56.2857,50.1933,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::TracUiPlugin ,22,0,2,2,46,6,2.09091,95,42,4.31818,-49,4,-2.22727,133,54.5248,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskList ,48,0,1,3,860,405,17.9167,1534,1119,31.9583,-674,35,-14.0417,48,2.47824,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportErrorPage ,10,0,0,2,148,79,14.8,63,16,6.3,85,69,8.5,42.8571,7.17761,2,1,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::editor::WorkLogTableLabelProvider ,3,0,0,1,2,1,0.666667,2,1,0.666667,0,0,0,15.7143,7.57143,1,1,0,0,0, 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorExtension ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,21.5714,7,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::Colors ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::Messages ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,19.8571,2,1,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskListMigrator ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::TaskFactory ,9,0,0,2,23,9,2.55556,20,8,2.22222,3,4,0.333333,45.2857,4.26087,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::TracAttributeMapper ,7,0,0,2,19,7,2.71429,37,28,5.28571,-18,4,-2.57143,39.5714,9.61654,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::ui::viewer::Messages ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,19.8571,2,1,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::TWikiReferenceValidationRule ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,16.4286,1.71429,0,0,0,0,0, 
org::eclipse::mylyn::internal::web::ui::BrowserTracker ,6,0,0,2,9,4,1.5,24,15,4,-15,3,-2.5,92.4286,39.5714,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::core::InteractionContext ,24,0,1,3,138,25,5.75,93,29,3.875,45,11,1.875,94.2857,36.6667,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::SaxRepositoriesWriter ,15,0,2,2,57,12,3.8,44,12,2.93333,13,5,0.866667,139.143,81.5263,0,0,0,0,0, 
